shipping_is_express,countries_shipped_to,price,units_sold,origin_country,theme,uses_ad_boosts,sales
NO,38,3.0,1000,CN,summer,YES,3000.0
NO,31,9.0,10000,CN,summer,NO,90000.0
NO,42,8.0,10000,CN,summer,YES,80000.0
NO,38,12.0,100,US,summer,YES,1200.0
NO,41,11.0,100,CN,summer,YES,1100.0
NO,43,9.0,100,CN,summer,YES,900.0
NO,34,7.0,1000,CN,summer,NO,7000.0
NO,43,5.92,100,CN,summer,YES,592.0
NO,9,8.0,1000,CN,summer,NO,8000.0
NO,46,11.0,100,CN,summer,YES,1100.0
NO,38,8.0,10000,CN,summer,YES,80000.0
NO,38,15.0,50000,CN,summer,YES,750000.0
NO,23,8.0,20000,CN,summer,YES,160000.0
NO,23,1.68,1000,CN,summer,YES,1680.0
NO,26,24.0,1000,CN,summer,YES,24000.0
NO,32,5.65,100,CN,summer,NO,565.0
NO,139,13.0,100,US,summer,NO,1300.0
NO,40,16.0,100,CN,summer,NO,1600.0
NO,24,5.83,100,CN,summer,NO,583.0
NO,31,7.0,5000,CN,summer,NO,35000.0
NO,43,8.0,5000,CN,summer,YES,40000.0
NO,43,14.0,5000,CN,summer,YES,70000.0
NO,20,5.65,5000,CN,summer,NO,28250.0
NO,20,1.8,1000,CN,summer,YES,1800.0
NO,41,7.0,100,CN,summer,YES,700.0
NO,35,1.75,50,CN,summer,YES,87.5
NO,42,9.0,1000,CN,summer,NO,9000.0
NO,139,12.0,1000,CN,summer,NO,12000.0
NO,31,8.0,1000,CN,summer,NO,8000.0
NO,45,5.0,100,CN,summer,NO,500.0
NO,41,11.0,1000,CN,summer,YES,11000.0
NO,31,8.0,10000,CN,summer,NO,80000.0
NO,24,7.0,100,CN,summer,NO,700.0
NO,43,6.0,1000,CN,summer,NO,6000.0
NO,55,6.0,1000,CN,summer,YES,6000.0
NO,41,13.0,100,CN,summer,YES,1300.0
NO,41,7.0,1000,CN,summer,YES,7000.0
NO,30,13.0,1000,CN,summer,YES,13000.0
NO,22,12.0,50,CN,summer,NO,600.0
NO,38,5.71,1000,CN,summer,YES,5710.0
NO,43,11.0,100,CN,summer,YES,1100.0
NO,8,3.79,20000,CN,summer,NO,75800.0
NO,23,8.0,100,CN,summer,NO,800.0
NO,38,2.0,20000,CN,summer,NO,40000.0
NO,38,6.0,1000,CN,summer,NO,6000.0
NO,20,6.0,50,CN,summer,NO,300.0
NO,43,13.0,100,CN,summer,NO,1300.0
NO,43,8.0,1000,CN,summer,YES,8000.0
NO,140,7.0,100,AT,summer,NO,700.0
NO,54,11.0,5000,CN,summer,NO,55000.0
NO,43,11.0,1000,CN,summer,NO,11000.0
NO,44,8.0,5000,CN,summer,YES,40000.0
NO,38,1.65,1000,CN,summer,YES,1650.0
NO,43,8.0,10000,CN,summer,NO,80000.0
NO,43,12.0,1000,CN,summer,YES,12000.0
NO,30,9.0,10000,CN,summer,YES,90000.0
NO,43,8.0,20000,CN,summer,NO,160000.0
NO,36,5.0,10,CN,summer,NO,50.0
NO,36,11.0,100,CN,summer,YES,1100.0
NO,21,11.0,1000,CN,summer,NO,11000.0
NO,41,9.0,5000,CN,summer,NO,45000.0
NO,42,7.0,10000,CN,summer,NO,70000.0
NO,38,6.0,100,CN,summer,NO,600.0
NO,43,7.0,100,CN,summer,NO,700.0
NO,38,1.65,1000,CN,summer,YES,1650.0
NO,45,11.0,20000,CN,summer,YES,220000.0
NO,40,11.0,1000,CN,summer,YES,11000.0
NO,47,7.0,1000,CN,summer,NO,7000.0
NO,41,8.0,1000,CN,summer,NO,8000.0
NO,41,15.0,5000,CN,summer,NO,75000.0
NO,74,9.0,100,CN,summer,NO,900.0
NO,17,7.0,10000,CN,summer,NO,70000.0
NO,47,11.0,100,CN,summer,YES,1100.0
NO,20,6.0,1000,CN,summer,NO,6000.0
NO,23,8.0,100,CN,summer,NO,800.0
NO,25,2.0,100,CN,summer,YES,200.0
NO,51,8.0,100,CN,summer,NO,800.0
NO,80,22.0,1000,CN,summer,NO,22000.0
NO,42,11.0,1000,CN,summer,NO,11000.0
NO,50,6.0,1000,CN,summer,YES,6000.0
NO,40,6.0,5000,CN,summer,NO,30000.0
NO,42,9.0,100,CN,summer,YES,900.0
NO,36,12.0,20000,CN,summer,YES,240000.0
NO,38,6.0,20000,CN,summer,YES,120000.0
NO,45,9.0,5000,CN,summer,NO,45000.0
NO,82,18.0,100,CN,summer,NO,1800.0
NO,52,11.0,5000,CN,summer,NO,55000.0
NO,52,13.0,1000,US,summer,NO,13000.0
NO,42,11.0,20000,CN,summer,YES,220000.0
NO,20,11.0,1000,CN,summer,NO,11000.0
NO,43,11.0,100,CN,summer,NO,1100.0
NO,41,9.0,50,CN,summer,NO,450.0
NO,8,6.0,50,CN,summer,NO,300.0
NO,20,2.83,20000,SG,summer,YES,56600.0
NO,41,7.0,5000,CN,summer,NO,35000.0
NO,51,15.0,100,CN,summer,YES,1500.0
NO,40,14.0,5000,CN,summer,YES,70000.0
NO,22,12.0,10,CN,summer,NO,120.0
NO,41,5.8100000000000005,100,CN,summer,NO,581.0
NO,34,16.0,100,CN,summer,YES,1600.0
NO,45,7.0,100,CN,summer,NO,700.0
NO,40,8.0,1000,CN,summer,NO,8000.0
NO,42,12.0,10000,CN,summer,NO,120000.0
NO,40,11.0,1000,CN,summer,YES,11000.0
NO,83,11.0,1000,CN,summer,NO,11000.0
NO,39,5.69,5000,CN,summer,NO,28450.000000000004
NO,38,12.0,100,CN,summer,YES,1200.0
NO,127,7.0,100,CN,summer,NO,700.0
NO,40,7.0,50000,Not specified,summer,YES,350000.0
NO,138,5.66,10000,CN,summer,YES,56600.0
NO,47,8.0,20000,CN,summer,NO,160000.0
NO,50,5.0,10000,CN,summer,YES,50000.0
NO,31,14.0,5000,CN,summer,NO,70000.0
NO,43,6.0,1000,CN,summer,NO,6000.0
NO,31,8.0,10000,CN,summer,NO,80000.0
NO,24,5.83,100,CN,summer,NO,583.0
NO,70,11.0,1000,CN,summer,NO,11000.0
NO,40,1.85,100,Not specified,summer,NO,185.0
NO,41,9.0,5000,CN,summer,YES,45000.0
NO,36,8.0,10000,CN,summer,YES,80000.0
NO,38,3.0,50000,CN,summer,NO,150000.0
NO,38,6.0,5000,CN,summer,YES,30000.0
NO,20,3.86,50,CN,summer,NO,193.0
NO,42,9.0,5000,CN,summer,NO,45000.0
NO,24,5.89,5000,CN,summer,NO,29450.0
NO,36,11.0,1000,CN,summer,NO,11000.0
NO,38,8.0,20000,CN,summer,YES,160000.0
NO,19,8.0,10000,CN,summer,YES,80000.0
NO,33,11.0,10,CN,summer,NO,110.0
NO,33,11.0,10,CN,summer,NO,110.0
NO,41,8.0,100,CN,summer,NO,800.0
NO,40,2.0,50,CN,summer,NO,100.0
NO,48,5.66,100,CN,summer,YES,566.0
NO,26,9.0,100,CN,summer,NO,900.0
NO,39,8.0,100,CN,summer,YES,800.0
NO,43,9.0,1000,CN,summer,NO,9000.0
NO,43,2.76,1000,CN,summer,YES,2760.0
NO,38,3.83,100,CN,summer,NO,383.0
NO,43,7.0,10000,CN,summer,YES,70000.0
NO,43,6.0,1000,CN,summer,NO,6000.0
NO,48,8.0,100,CN,summer,NO,800.0
NO,42,8.0,1000,CN,summer,YES,8000.0
NO,30,2.66,100,CN,summer,YES,266.0
NO,47,8.0,20000,CN,summer,NO,160000.0
NO,42,8.0,1000,CN,summer,YES,8000.0
NO,111,3.67,5000,CN,summer,NO,18350.0
NO,38,12.0,20000,CN,summer,NO,240000.0
NO,43,13.0,20000,CN,summer,YES,260000.0
NO,26,9.0,5000,CN,summer,YES,45000.0
NO,36,9.0,50,CN,summer,YES,450.0
NO,14,8.0,100,CN,summer,NO,800.0
NO,30,12.0,10000,CN,summer,NO,120000.0
NO,43,5.0,100,CN,summer,YES,500.0
NO,31,6.0,5000,CN,summer,NO,30000.0
NO,27,14.0,1000,CN,summer,NO,14000.0
NO,43,8.0,5000,CN,summer,NO,40000.0
NO,42,8.0,20000,CN,summer,YES,160000.0
NO,40,8.0,20000,Not specified,summer,NO,160000.0
NO,10,18.0,20000,CN,summer,NO,360000.0
NO,28,3.93,100,CN,summer,NO,393.0
NO,55,11.0,100,CN,summer,YES,1100.0
NO,38,6.0,100,CN,summer,YES,600.0
NO,31,8.0,1000,CN,summer,NO,8000.0
NO,41,11.0,100,CN,summer,YES,1100.0
NO,37,7.0,5000,CN,summer,NO,35000.0
NO,25,12.0,100,CN,summer,YES,1200.0
NO,35,11.0,100,CN,summer,YES,1100.0
NO,42,11.0,100,CN,summer,NO,1100.0
NO,27,3.0,50,CN,summer,NO,150.0
NO,40,5.0,5000,CN,summer,YES,25000.0
NO,41,9.0,1000,CN,summer,NO,9000.0
NO,26,8.0,1000,CN,summer,NO,8000.0
NO,39,9.0,20000,CN,summer,YES,180000.0
NO,41,11.0,20000,CN,summer,NO,220000.0
NO,60,11.0,20000,CN,summer,NO,220000.0
NO,37,7.0,10000,CN,summer,NO,70000.0
NO,20,3.93,100,SG,summer,YES,393.0
NO,23,7.0,100,CN,summer,YES,700.0
NO,23,8.0,100,CN,summer,NO,800.0
NO,41,7.0,5000,CN,summer,NO,35000.0
NO,35,3.7,10,CN,summer,NO,37.0
NO,43,8.0,100,CN,summer,NO,800.0
NO,31,8.0,1000,CN,summer,NO,8000.0
NO,39,3.94,100,CN,summer,NO,394.0
NO,32,15.0,1000,CN,summer,NO,15000.0
NO,36,5.0,1000,CN,summer,YES,5000.0
NO,31,5.77,100,CN,summer,YES,577.0
NO,25,4.67,100,CN,summer,YES,467.0
NO,80,11.0,100,CN,summer,NO,1100.0
NO,20,5.9,5000,CN,summer,NO,29500.0
NO,38,3.7,100,CN,summer,YES,370.0
NO,39,5.0,1000,CN,summer,YES,5000.0
NO,20,9.0,5000,CN,summer,NO,45000.0
NO,41,16.0,100,CN,summer,NO,1600.0
NO,49,6.0,10000,CN,summer,NO,60000.0
NO,28,16.0,1000,CN,summer,NO,16000.0
NO,22,3.76,1000,CN,summer,NO,3760.0
NO,57,8.0,1000,CN,summer,YES,8000.0
NO,26,11.0,100,CN,summer,YES,1100.0
NO,40,8.0,100,CN,summer,YES,800.0
NO,42,12.0,1000,CN,summer,NO,12000.0
NO,43,8.0,5000,CN,summer,YES,40000.0
NO,18,11.0,100,CN,summer,YES,1100.0
NO,48,5.0,10000,CN,summer,NO,50000.0
NO,45,5.0,1000,CN,summer,YES,5000.0
NO,35,7.0,1000,CN,summer,YES,7000.0
NO,38,8.0,5000,CN,summer,YES,40000.0
NO,40,15.0,3,CN,summer,NO,45.0
NO,13,12.0,1000,CN,summer,NO,12000.0
NO,56,7.0,100,CN,summer,NO,700.0
NO,38,13.0,5000,CN,summer,YES,65000.0
NO,42,9.0,100,CN,summer,NO,900.0
NO,35,5.0,100,CN,summer,NO,500.0
NO,40,14.0,1000,CN,summer,YES,14000.0
NO,54,7.0,10000,CN,summer,YES,70000.0
NO,41,13.0,10000,CN,summer,YES,130000.0
NO,35,2.0,1000,CN,summer,YES,2000.0
NO,35,4.73,100,CN,summer,YES,473.00000000000006
NO,39,11.0,20000,CN,summer,NO,220000.0
NO,34,8.0,5000,CN,summer,YES,40000.0
NO,40,4.74,5000,CN,summer,NO,23700.0
NO,30,8.0,10000,CN,summer,NO,80000.0
NO,23,8.0,100,CN,summer,NO,800.0
NO,35,8.0,100,CN,summer,NO,800.0
NO,26,5.95,100,US,summer,YES,595.0
NO,81,3.65,100,CN,summer,YES,365.0
NO,43,2.81,5000,CN,summer,NO,14050.0
NO,41,4.66,10000,CN,summer,NO,46600.0
NO,8,5.0,10,CN,summer,NO,50.0
NO,41,5.0,1000,CN,summer,YES,5000.0
NO,40,8.0,100,CN,summer,YES,800.0
NO,43,13.0,1000,CN,summer,YES,13000.0
NO,36,8.0,5000,CN,summer,NO,40000.0
NO,45,8.0,100,CN,summer,NO,800.0
NO,44,7.0,100,CN,summer,NO,700.0
NO,32,12.0,1000,CN,summer,YES,12000.0
NO,45,5.0,1000,CN,summer,YES,5000.0
NO,44,13.0,1000,US,summer,YES,13000.0
NO,43,14.0,10000,CN,summer,NO,140000.0
NO,39,7.0,10000,CN,summer,YES,70000.0
NO,43,6.0,20000,CN,summer,YES,120000.0
NO,43,8.0,5000,CN,summer,YES,40000.0
NO,40,5.0,100,Not specified,summer,NO,500.0
NO,42,11.0,100,CN,summer,YES,1100.0
NO,43,5.65,10,CN,summer,NO,56.5
NO,90,3.76,50,CN,summer,NO,188.0
NO,27,7.0,100,CN,summer,YES,700.0
NO,138,4.67,10000,CN,summer,YES,46700.0
NO,80,11.0,100,CN,summer,NO,1100.0
NO,44,2.8,100,CN,summer,YES,280.0
NO,55,16.0,10,CN,summer,YES,160.0
NO,107,9.0,100,CN,summer,NO,900.0
NO,43,7.0,5000,CN,summer,YES,35000.0
NO,26,16.0,100,CN,summer,NO,1600.0
NO,61,9.0,50,US,summer,NO,450.0
NO,43,3.0,100,CN,summer,YES,300.0
NO,38,6.0,5000,CN,summer,YES,30000.0
NO,38,12.0,1000,CN,summer,NO,12000.0
NO,41,6.0,100,CN,summer,NO,600.0
NO,41,13.0,1000,CN,summer,NO,13000.0
NO,64,9.0,5000,CN,summer,YES,45000.0
NO,43,9.0,20000,CN,summer,NO,180000.0
NO,13,5.0,100,CN,summer,NO,500.0
NO,39,16.0,100,CN,summer,NO,1600.0
NO,43,11.0,20000,CN,summer,YES,220000.0
NO,41,2.0,100,CN,summer,NO,200.0
NO,43,8.0,100,CN,summer,NO,800.0
NO,45,7.0,10000,CN,summer,NO,70000.0
NO,42,14.0,1000,CN,summer,NO,14000.0
NO,43,12.0,5000,CN,summer,NO,60000.0
NO,22,7.0,100,CN,summer,NO,700.0
YES,41,8.0,100,CN,summer,NO,800.0
NO,37,8.0,1000,CN,summer,NO,8000.0
NO,17,14.0,1000,CN,summer,NO,14000.0
NO,18,6.0,5000,CN,summer,NO,30000.0
NO,35,11.0,20000,CN,summer,YES,220000.0
NO,43,8.0,1000,CN,summer,YES,8000.0
NO,22,14.0,10,CN,summer,YES,140.0
NO,54,5.0,100,CN,summer,NO,500.0
NO,33,11.0,100,CN,summer,NO,1100.0
NO,43,4.8100000000000005,3,CN,summer,NO,14.430000000000001
NO,34,9.0,100,CN,summer,NO,900.0
NO,62,11.0,10,US,summer,NO,110.0
NO,58,12.0,1000,CN,summer,YES,12000.0
NO,18,6.0,1000,CN,summer,NO,6000.0
NO,67,3.87,100,CN,summer,YES,387.0
NO,47,5.0,50,CN,summer,NO,250.0
NO,18,11.0,1000,CN,summer,NO,11000.0
NO,31,8.0,10000,CN,summer,NO,80000.0
NO,40,5.0,100,Not specified,summer,NO,500.0
NO,39,14.0,100,CN,summer,YES,1400.0
NO,38,3.0,1000,CN,summer,YES,3000.0
NO,41,9.0,10000,CN,summer,YES,90000.0
NO,38,3.83,100,CN,summer,NO,383.0
NO,38,6.0,100,CN,summer,YES,600.0
NO,24,9.0,5000,CN,summer,NO,45000.0
NO,18,12.0,10000,CN,summer,NO,120000.0
NO,41,7.0,5000,CN,summer,NO,35000.0
NO,35,11.0,10000,CN,summer,YES,110000.0
NO,90,3.76,50,CN,summer,NO,188.0
NO,109,11.0,1000,CN,summer,NO,11000.0
NO,33,11.0,1000,CN,summer,NO,11000.0
NO,45,13.0,20000,CN,summer,NO,260000.0
NO,43,5.77,100,CN,summer,NO,577.0
NO,24,5.0,100,CN,summer,NO,500.0
NO,30,11.0,5000,CN,summer,NO,55000.0
NO,49,6.0,100,CN,summer,NO,600.0
NO,41,5.0,1000,CN,summer,NO,5000.0
NO,8,6.0,50,CN,summer,NO,300.0
NO,137,8.0,1000,CN,summer,YES,8000.0
NO,41,11.0,1000,CN,summer,YES,11000.0
NO,54,5.0,100,CN,summer,NO,500.0
NO,23,7.0,1000,CN,summer,YES,7000.0
NO,11,12.0,10000,CN,summer,NO,120000.0
NO,41,2.0,100,CN,summer,YES,200.0
NO,25,4.0,100,CN,summer,YES,400.0
NO,60,11.0,10000,US,summer,NO,110000.0
NO,33,13.0,100,CN,summer,NO,1300.0
NO,40,6.0,10000,CN,summer,NO,60000.0
NO,28,12.0,100,CN,summer,NO,1200.0
NO,41,12.0,5000,CN,summer,NO,60000.0
NO,40,14.0,100,CN,summer,YES,1400.0
NO,139,11.0,100,CN,summer,YES,1100.0
NO,36,14.0,100,CN,summer,NO,1400.0
NO,41,9.0,1000,CN,summer,NO,9000.0
NO,26,11.0,100,CN,summer,YES,1100.0
NO,118,3.7,5000,CN,summer,YES,18500.0
NO,43,9.0,10000,CN,summer,YES,90000.0
NO,35,3.85,1000,CN,summer,YES,3850.0
NO,22,8.0,1000,CN,summer,YES,8000.0
NO,26,14.0,1000,CN,summer,YES,14000.0
NO,47,11.0,20000,CN,summer,NO,220000.0
NO,24,6.0,5000,CN,summer,NO,30000.0
NO,43,8.0,5000,CN,summer,NO,40000.0
NO,50,5.74,10000,CN,summer,YES,57400.0
NO,38,11.0,100,CN,summer,YES,1100.0
NO,42,2.0,1000,CN,summer,YES,2000.0
NO,63,8.0,1000,CN,summer,NO,8000.0
NO,58,8.0,1000,CN,summer,YES,8000.0
NO,35,2.0,1000,CN,summer,NO,2000.0
NO,24,11.0,5000,CN,summer,NO,55000.0
NO,37,11.0,20000,CN,summer,NO,220000.0
NO,10,8.0,10,CN,summer,YES,80.0
NO,41,5.0,5000,CN,summer,YES,25000.0
NO,81,9.0,100,CN,summer,NO,900.0
NO,43,9.0,5000,CN,summer,NO,45000.0
NO,40,7.0,100,CN,summer,NO,700.0
NO,41,9.0,20000,CN,summer,NO,180000.0
NO,44,11.0,5000,CN,summer,YES,55000.0
NO,30,2.0,100,CN,summer,YES,200.0
NO,32,14.0,20000,CN,summer,YES,280000.0
NO,33,7.0,10000,CN,summer,NO,70000.0
NO,41,8.0,10000,CN,summer,YES,80000.0
NO,37,13.0,10000,CN,summer,YES,130000.0
NO,35,12.0,50,CN,summer,YES,600.0
NO,31,8.0,10000,CN,summer,NO,80000.0
NO,43,8.0,8,CN,summer,NO,64.0
NO,31,11.0,1000,CN,summer,YES,11000.0
NO,45,5.0,100,CN,summer,NO,500.0
NO,32,5.75,100,CN,summer,YES,575.0
NO,48,8.0,5000,CN,summer,YES,40000.0
NO,40,7.0,100,CN,summer,NO,700.0
NO,45,6.0,50,CN,summer,YES,300.0
NO,41,11.0,20000,CN,summer,YES,220000.0
NO,23,5.65,1000,CN,summer,YES,5650.0
NO,41,8.0,5000,CN,summer,NO,40000.0
NO,20,5.0,5000,CN,summer,NO,25000.0
NO,45,11.0,10000,CN,summer,YES,110000.0
YES,41,49.0,100,CN,summer,NO,4900.0
NO,40,5.0,100,CN,summer,YES,500.0
NO,41,4.66,100,CN,summer,YES,466.0
NO,41,7.0,100,CN,summer,YES,700.0
NO,21,19.0,1000,CN,summer,YES,19000.0
NO,54,23.0,100,CN,summer,NO,2300.0
NO,39,9.0,100,CN,summer,YES,900.0
NO,43,6.0,1000,CN,summer,NO,6000.0
NO,40,14.0,100,CN,summer,NO,1400.0
NO,38,22.0,20000,CN,summer,YES,440000.0
NO,36,8.0,1000,CN,summer,YES,8000.0
NO,30,2.66,100,CN,summer,YES,266.0
NO,40,2.0,100,CN,summer,NO,200.0
NO,47,16.0,10000,CN,summer,NO,160000.0
NO,18,11.0,1000,CN,summer,NO,11000.0
NO,26,14.0,1000,CN,summer,NO,14000.0
NO,32,16.0,2,CN,summer,NO,32.0
NO,15,8.0,1000,CN,summer,NO,8000.0
NO,43,9.0,5000,CN,summer,YES,45000.0
NO,33,14.0,100,CN,summer,NO,1400.0
NO,36,11.0,10000,CN,summer,YES,110000.0
NO,36,15.0,1000,CN,summer,NO,15000.0
NO,44,4.0,50,CN,summer,YES,200.0
NO,139,5.75,10,CN,summer,YES,57.5
NO,28,9.0,1000,CN,summer,YES,9000.0
