shipping_is_express,countries_shipped_to,price,units_sold,origin_country,theme,uses_ad_boosts,sales
NO,24,6.0,1000,CN,summer,NO,6000.0
NO,21,8.0,10000,CN,summer,NO,80000.0
NO,58,5.73,1000,CN,summer,YES,5730.0
NO,18,8.0,20000,CN,summer,NO,160000.0
NO,33,11.0,1000,CN,summer,YES,11000.0
NO,37,8.0,50,CN,summer,YES,400.0
NO,21,7.0,10,CN,summer,NO,70.0
NO,30,4.0,50000,CN,summer,NO,200000.0
NO,41,13.0,100,CN,summer,NO,1300.0
NO,40,12.0,1000,CN,summer,YES,12000.0
NO,31,9.0,10000,CN,summer,NO,90000.0
NO,10,5.78,5000,CN,summer,YES,28900.0
NO,29,5.86,1000,CN,summer,NO,5860.0
NO,18,9.0,10000,CN,summer,NO,90000.0
NO,22,3.87,1000,CN,summer,NO,3870.0
NO,55,9.0,1000,CN,summer,NO,9000.0
NO,30,5.74,100,CN,summer,YES,574.0
NO,23,9.0,10000,CN,summer,YES,90000.0
NO,63,8.0,7,CN,summer,NO,56.0
NO,38,3.68,100,Not specified,summer,NO,368.0
NO,38,4.86,1000,CN,summer,YES,4860.0
NO,27,11.0,100,CN,summer,YES,1100.0
NO,36,12.0,50,CN,summer,YES,600.0
NO,25,15.0,1000,CN,summer,YES,15000.0
NO,48,3.91,1000,CN,summer,YES,3910.0
NO,94,11.0,100,CN,summer,NO,1100.0
NO,40,11.0,100,CN,summer,NO,1100.0
NO,33,8.0,10000,CN,summer,YES,80000.0
NO,14,8.0,10000,CN,summer,NO,80000.0
NO,38,14.0,10000,CN,summer,YES,140000.0
NO,41,7.0,50,CN,summer,NO,350.0
NO,25,6.0,100,CN,summer,NO,600.0
NO,37,6.0,1000,CN,summer,NO,6000.0
NO,25,12.0,100,CN,summer,YES,1200.0
NO,61,9.0,50,US,summer,NO,450.0
NO,38,3.88,100,CN,summer,NO,388.0
NO,20,8.0,20000,CN,summer,NO,160000.0
NO,43,12.0,1000,CN,summer,YES,12000.0
NO,41,5.65,1000,CN,summer,NO,5650.0
NO,41,11.0,1000,CN,summer,NO,11000.0
NO,41,12.0,1000,CN,summer,NO,12000.0
NO,50,5.74,10000,CN,summer,YES,57400.0
NO,47,9.0,100,CN,summer,YES,900.0
NO,43,8.0,5000,CN,summer,NO,40000.0
NO,41,8.0,1000,CN,summer,YES,8000.0
NO,47,5.79,5000,CN,summer,NO,28950.0
NO,18,8.0,10000,CN,summer,NO,80000.0
NO,48,2.79,100,CN,summer,YES,279.0
NO,43,9.0,100,CN,summer,YES,900.0
NO,33,13.0,100,CN,summer,NO,1300.0
NO,24,8.0,20000,CN,summer,NO,160000.0
NO,40,5.65,1000,CN,summer,NO,5650.0
NO,20,4.86,1000,CN,summer,YES,4860.0
NO,54,6.0,1000,US,summer,YES,6000.0
NO,35,6.0,1000,CN,summer,NO,6000.0
NO,39,8.0,1000,CN,summer,NO,8000.0
NO,43,11.0,5000,CN,summer,NO,55000.0
NO,59,9.0,10000,CN,summer,NO,90000.0
NO,63,8.0,1000,CN,summer,NO,8000.0
NO,49,12.0,20000,CN,summer,YES,240000.0
NO,41,14.0,1000,CN,summer,NO,14000.0
NO,33,8.0,100,CN,summer,NO,800.0
NO,37,8.0,1000,CN,summer,NO,8000.0
NO,33,8.0,100,CN,summer,NO,800.0
NO,47,7.0,5000,CN,summer,NO,35000.0
NO,33,7.0,5000,CN,summer,NO,35000.0
NO,44,16.0,1000,CN,summer,YES,16000.0
NO,41,11.0,1000,CN,summer,NO,11000.0
NO,94,9.0,1000,CN,summer,NO,9000.0
NO,26,5.0,5000,CN,summer,YES,25000.0
YES,43,16.0,1000,CN,summer,YES,16000.0
NO,36,7.0,1000,CN,summer,YES,7000.0
NO,43,9.0,5000,CN,summer,NO,45000.0
NO,45,1.76,100,CN,summer,NO,176.0
NO,41,5.0,5000,CN,summer,NO,25000.0
NO,43,8.0,1000,CN,summer,NO,8000.0
NO,49,4.69,5000,CN,summer,YES,23450.000000000004
NO,43,8.0,1000,CN,summer,YES,8000.0
NO,45,6.0,100,CN,summer,NO,600.0
NO,41,6.0,10,CN,summer,NO,60.0
NO,20,6.0,1000,CN,summer,NO,6000.0
NO,36,4.65,50,CN,summer,NO,232.50000000000003
NO,27,2.67,10,CN,summer,NO,26.7
NO,30,11.0,100,CN,summer,YES,1100.0
NO,41,5.0,100,CN,summer,YES,500.0
NO,35,11.0,1000,CN,summer,YES,11000.0
NO,41,7.0,20000,CN,summer,NO,140000.0
NO,54,12.0,1000,CN,summer,NO,12000.0
NO,43,1.72,1000,CN,summer,YES,1720.0
NO,55,1.72,100,CN,summer,NO,172.0
NO,38,8.0,10000,CN,summer,YES,80000.0
NO,43,5.8,1000,CN,summer,YES,5800.0
NO,18,7.0,50000,CN,summer,NO,350000.0
NO,140,3.66,100,CN,summer,YES,366.0
NO,42,3.83,5000,CN,summer,YES,19150.0
NO,33,13.0,10000,CN,summer,YES,130000.0
NO,41,6.0,5000,CN,summer,YES,30000.0
NO,30,15.0,100,CN,summer,NO,1500.0
NO,23,8.0,100,CN,summer,NO,800.0
NO,31,1.71,50,CN,summer,YES,85.5
NO,42,12.0,10000,CN,summer,YES,120000.0
NO,36,20.0,50,CN,summer,NO,1000.0
NO,41,9.0,1000,CN,summer,NO,9000.0
NO,27,2.0,1000,CN,summer,YES,2000.0
NO,35,5.0,100,CN,summer,YES,500.0
NO,43,9.0,10000,CN,summer,NO,90000.0
NO,35,11.0,100,CN,summer,YES,1100.0
NO,36,16.0,1000,CN,summer,YES,16000.0
NO,13,7.0,5000,CN,summer,NO,35000.0
NO,41,7.0,10000,CN,summer,NO,70000.0
NO,78,8.0,50000,CN,summer,NO,400000.0
NO,14,8.0,100,CN,summer,NO,800.0
NO,24,8.0,10000,CN,summer,NO,80000.0
NO,29,3.0,100,CN,summer,YES,300.0
NO,138,8.0,1000,CN,summer,NO,8000.0
NO,34,6.0,5000,CN,summer,NO,30000.0
NO,34,9.0,100,CN,summer,NO,900.0
NO,43,11.0,100,CN,summer,NO,1100.0
NO,14,13.0,1000,CN,summer,NO,13000.0
NO,37,11.0,5000,CN,summer,YES,55000.0
NO,41,7.0,1000,CN,summer,NO,7000.0
NO,43,9.0,10,CN,summer,YES,90.0
NO,21,8.0,100,CN,summer,NO,800.0
NO,42,8.0,1000,CN,summer,NO,8000.0
NO,48,6.0,5000,CN,summer,YES,30000.0
NO,40,14.0,100,CN,summer,NO,1400.0
NO,40,13.0,100,CN,summer,NO,1300.0
NO,43,13.0,1000,CN,summer,NO,13000.0
NO,23,5.0,5000,CN,summer,YES,25000.0
NO,27,3.69,100,CN,summer,YES,369.0
NO,25,3.85,1000,CN,summer,YES,3850.0
NO,40,11.0,100,CN,summer,NO,1100.0
NO,35,2.0,1000,CN,summer,NO,2000.0
NO,15,8.0,100,CN,summer,YES,800.0
NO,38,7.0,10,CN,summer,NO,70.0
NO,42,11.0,1000,CN,summer,NO,11000.0
NO,28,11.0,5000,CN,summer,YES,55000.0
NO,33,2.7,10000,CN,summer,YES,27000.0
NO,40,5.83,5000,Not specified,summer,NO,29150.0
NO,43,11.0,20000,CN,summer,YES,220000.0
NO,42,12.0,100,CN,summer,NO,1200.0
NO,35,5.66,100,CN,summer,NO,566.0
NO,26,16.0,100,CN,summer,NO,1600.0
NO,43,3.67,1000,CN,summer,NO,3670.0
NO,42,12.0,100,CN,summer,NO,1200.0
NO,31,2.71,100,CN,summer,YES,271.0
NO,137,5.73,100,CN,summer,NO,573.0
NO,25,8.0,10000,CN,summer,NO,80000.0
NO,81,9.0,100,CN,summer,NO,900.0
NO,27,14.0,100,CN,summer,NO,1400.0
NO,138,3.66,100,CN,summer,NO,366.0
NO,14,6.0,100,CN,summer,NO,600.0
NO,43,12.0,1000,CN,summer,NO,12000.0
NO,43,9.0,5000,CN,summer,NO,45000.0
NO,38,13.0,100,CN,summer,YES,1300.0
NO,27,3.0,50,CN,summer,NO,150.0
NO,35,9.0,1000,CN,summer,YES,9000.0
NO,41,11.0,1000,CN,summer,NO,11000.0
NO,32,11.0,100,CN,summer,NO,1100.0
NO,26,11.0,100,CN,summer,YES,1100.0
NO,40,9.0,10000,Not specified,summer,YES,90000.0
NO,40,7.0,1000,CN,summer,NO,7000.0
NO,48,3.73,100,CN,summer,YES,373.0
NO,23,8.0,50,CN,summer,NO,400.0
NO,35,3.81,100,CN,summer,YES,381.0
NO,41,6.0,10000,CN,summer,YES,60000.0
NO,37,12.0,1000,CN,summer,NO,12000.0
NO,27,6.0,100,CN,summer,YES,600.0
NO,45,6.0,10000,CN,summer,NO,60000.0
NO,53,9.0,50000,CN,summer,NO,450000.0
NO,79,13.0,50,CN,summer,NO,650.0
NO,23,11.0,10000,CN,summer,NO,110000.0
NO,91,3.9,1000,CN,summer,NO,3900.0
NO,43,8.0,100,CN,summer,YES,800.0
NO,53,6.0,50000,CN,summer,NO,300000.0
NO,43,6.0,5000,CN,summer,NO,30000.0
NO,41,8.0,50,CN,summer,YES,400.0
NO,43,4.68,1000,CN,summer,YES,4680.0
NO,41,8.0,1000,CN,summer,NO,8000.0
NO,31,8.0,20000,CN,summer,NO,160000.0
NO,38,8.0,1000,CN,summer,YES,8000.0
NO,33,7.0,100,CN,summer,NO,700.0
NO,31,7.0,10000,CN,summer,NO,70000.0
NO,109,7.0,1000,CN,summer,YES,7000.0
NO,36,5.65,1000,CN,summer,YES,5650.0
NO,94,9.0,1000,CN,summer,NO,9000.0
NO,36,8.0,10000,CN,summer,NO,80000.0
NO,52,12.0,1000,CN,summer,NO,12000.0
NO,27,5.0,1000,CN,summer,YES,5000.0
NO,36,3.84,1000,CN,summer,NO,3840.0
NO,39,8.0,10000,CN,summer,YES,80000.0
NO,12,12.0,1000,CN,summer,NO,12000.0
NO,43,5.79,100,CN,summer,YES,579.0
NO,41,7.0,10,CN,summer,YES,70.0
NO,90,3.0,1000,CN,summer,YES,3000.0
NO,30,13.0,1000,CN,summer,YES,13000.0
NO,43,8.0,10000,CN,summer,NO,80000.0
NO,25,8.0,100,CN,summer,YES,800.0
NO,30,9.0,100,CN,summer,YES,900.0
NO,43,9.0,1000,CN,summer,YES,9000.0
NO,41,4.9,1000,CN,summer,YES,4900.0
NO,39,8.0,1000,CN,summer,NO,8000.0
NO,27,25.0,50,CN,summer,YES,1250.0
NO,30,2.0,100,CN,summer,YES,200.0
NO,35,9.0,1000,CN,summer,YES,9000.0
NO,105,11.0,100,CN,summer,NO,1100.0
NO,37,12.0,1000,CN,summer,YES,12000.0
NO,47,9.0,10000,CN,summer,NO,90000.0
NO,21,7.0,10,CN,summer,NO,70.0
NO,43,8.0,100,CN,summer,YES,800.0
NO,43,8.0,1000,CN,summer,NO,8000.0
NO,42,15.0,5000,CN,summer,NO,75000.0
NO,43,14.0,5000,CN,summer,NO,70000.0
NO,35,13.0,20000,CN,summer,YES,260000.0
NO,39,4.83,50,VE,summer,YES,241.5
NO,44,6.0,100,CN,summer,YES,600.0
NO,139,13.0,100,US,summer,NO,1300.0
NO,20,11.0,5000,CN,summer,NO,55000.0
NO,24,8.0,1000,CN,summer,NO,8000.0
NO,73,7.0,1000,CN,summer,NO,7000.0
NO,26,9.0,100,CN,summer,YES,900.0
NO,35,2.0,5000,CN,summer,YES,10000.0
NO,40,8.0,10000,CN,summer,NO,80000.0
NO,49,8.0,1000,CN,summer,YES,8000.0
NO,36,8.0,5000,CN,summer,NO,40000.0
NO,41,18.0,5000,CN,summer,YES,90000.0
NO,35,11.0,20000,CN,summer,YES,220000.0
NO,38,11.0,20000,CN,summer,NO,220000.0
NO,41,4.0,10000,CN,summer,NO,40000.0
NO,31,8.0,10000,CN,summer,NO,80000.0
NO,21,8.0,5000,CN,summer,NO,40000.0
NO,54,6.0,1000,CN,summer,YES,6000.0
NO,18,5.87,20000,CN,summer,YES,117400.0
NO,14,2.65,100,CN,summer,NO,265.0
NO,50,7.0,20000,CN,summer,YES,140000.0
NO,46,7.0,100000,CN,summer,YES,700000.0
NO,41,14.0,5000,CN,summer,NO,70000.0
NO,57,19.0,20000,CN,summer,YES,380000.0
NO,38,8.0,5000,CN,summer,YES,40000.0
NO,43,7.0,5000,CN,summer,NO,35000.0
NO,43,8.0,10000,CN,summer,YES,80000.0
NO,28,8.0,1000,CN,summer,YES,8000.0
NO,57,1.7,1000,CN,summer,YES,1700.0
NO,44,12.0,100,CN,summer,NO,1200.0
NO,41,6.0,5000,CN,summer,NO,30000.0
NO,31,11.0,50000,CN,summer,NO,550000.0
NO,43,5.0,100,CN,summer,NO,500.0
NO,36,9.0,100,CN,summer,YES,900.0
NO,40,15.0,1000,CN,summer,YES,15000.0
NO,27,5.0,1000,CN,summer,YES,5000.0
NO,41,15.0,100,CN,summer,NO,1500.0
NO,29,11.0,1000,CN,summer,YES,11000.0
NO,49,14.0,100,CN,summer,NO,1400.0
NO,18,16.0,5000,CN,summer,NO,80000.0
NO,35,6.0,20000,CN,summer,YES,120000.0
NO,14,13.0,1000,CN,summer,NO,13000.0
NO,49,3.86,100,CN,summer,YES,386.0
NO,41,3.74,10000,CN,summer,YES,37400.0
NO,40,7.0,100,CN,summer,NO,700.0
NO,54,12.0,1000,CN,summer,NO,12000.0
NO,40,8.0,100,CN,summer,NO,800.0
NO,84,12.0,100,CN,summer,NO,1200.0
NO,18,7.0,100,CN,summer,NO,700.0
NO,44,8.0,1000,CN,summer,NO,8000.0
NO,43,6.0,1000,CN,summer,NO,6000.0
NO,48,4.0,100,CN,summer,YES,400.0
NO,43,9.0,5000,CN,summer,YES,45000.0
NO,34,3.0,100,CN,summer,YES,300.0
NO,41,16.0,100,CN,summer,YES,1600.0
NO,40,5.84,1000,CN,summer,NO,5840.0
NO,43,11.0,100,CN,summer,YES,1100.0
NO,45,2.0,100,CN,summer,YES,200.0
NO,25,8.0,1000,CN,summer,YES,8000.0
NO,40,7.0,5000,CN,summer,YES,35000.0
NO,23,2.0,5000,CN,summer,YES,10000.0
NO,36,8.0,1000,CN,summer,YES,8000.0
NO,38,11.0,1000,Not specified,summer,YES,11000.0
NO,17,5.0,100,CN,summer,NO,500.0
YES,39,6.0,10000,CN,summer,NO,60000.0
NO,42,12.0,5000,CN,summer,YES,60000.0
NO,43,6.0,100,CN,summer,YES,600.0
NO,24,11.0,5000,CN,summer,NO,55000.0
NO,39,8.0,1000,CN,summer,YES,8000.0
NO,42,2.0,100,CN,summer,YES,200.0
NO,29,5.66,20000,CN,summer,NO,113200.0
NO,39,3.94,100,CN,summer,NO,394.0
NO,26,14.0,1000,CN,summer,YES,14000.0
NO,21,9.0,5000,CN,summer,NO,45000.0
NO,25,4.0,100,CN,summer,YES,400.0
NO,20,11.0,100,CN,summer,NO,1100.0
NO,35,7.0,100,CN,summer,YES,700.0
NO,35,2.0,1000,CN,summer,NO,2000.0
NO,36,3.92,20000,CN,summer,YES,78400.0
NO,37,8.0,10000,CN,summer,NO,80000.0
NO,27,16.0,1000,CN,summer,NO,16000.0
NO,27,8.0,1000,CN,summer,NO,8000.0
NO,40,3.0,100,CN,summer,NO,300.0
NO,21,8.0,100,CN,summer,NO,800.0
NO,40,11.0,100,CN,summer,NO,1100.0
NO,41,11.0,10000,CN,summer,NO,110000.0
NO,25,12.0,100,CN,summer,YES,1200.0
NO,25,16.0,100,CN,summer,NO,1600.0
NO,42,14.0,100,CN,summer,NO,1400.0
NO,19,3.0,100,CN,summer,YES,300.0
NO,49,3.86,100,CN,summer,YES,386.0
NO,61,5.82,1000,CN,summer,YES,5820.0
NO,37,8.0,50,CN,summer,YES,400.0
NO,14,11.0,100,CN,summer,NO,1100.0
NO,35,11.0,5000,CN,summer,YES,55000.0
NO,42,1.86,1000,CN,summer,YES,1860.0
NO,38,3.88,100,CN,summer,NO,388.0
NO,41,8.0,50,CN,summer,YES,400.0
NO,135,3.71,10,CN,summer,NO,37.1
NO,44,11.0,100,CN,summer,YES,1100.0
NO,48,5.0,1000,CN,summer,YES,5000.0
NO,41,11.0,100,CN,summer,NO,1100.0
NO,43,11.0,1000,CN,summer,NO,11000.0
NO,40,13.0,1000,CN,summer,NO,13000.0
NO,36,8.0,10000,CN,summer,YES,80000.0
NO,52,13.0,10000,CN,summer,NO,130000.0
NO,24,5.83,100,CN,summer,NO,583.0
NO,40,8.0,100,CN,summer,NO,800.0
NO,43,2.81,50,CN,summer,NO,140.5
NO,118,2.0,10000,CN,summer,YES,20000.0
NO,25,5.84,100,CN,summer,NO,584.0
NO,34,16.0,50,CN,summer,NO,800.0
NO,33,7.0,100,CN,summer,NO,700.0
NO,9,6.0,5000,CN,summer,YES,30000.0
NO,28,9.0,1000,CN,summer,YES,9000.0
NO,63,2.66,100,CN,summer,NO,266.0
NO,43,6.0,1000,CN,summer,NO,6000.0
NO,33,16.0,100,CN,summer,YES,1600.0
NO,25,8.0,1000,CN,summer,NO,8000.0
NO,35,5.8,20000,CN,summer,YES,116000.0
NO,43,9.0,10,CN,summer,YES,90.0
NO,139,7.0,100,CN,summer,NO,700.0
NO,31,12.0,1000,CN,summer,YES,12000.0
NO,37,2.89,50,CN,summer,NO,144.5
NO,19,8.0,50,US,summer,YES,400.0
NO,21,9.0,100,CN,summer,NO,900.0
NO,43,5.67,1000,CN,summer,NO,5670.0
NO,43,6.0,1000,CN,summer,NO,6000.0
NO,40,11.0,100,CN,summer,NO,1100.0
NO,31,8.0,10000,CN,summer,NO,80000.0
NO,43,7.0,8,CN,summer,NO,56.0
NO,41,14.0,100,CN,summer,NO,1400.0
NO,43,14.0,1000,CN,summer,YES,14000.0
NO,36,8.0,10000,CN,summer,NO,80000.0
NO,48,2.0,100,CN,summer,YES,200.0
NO,40,8.0,1000,CN,summer,YES,8000.0
NO,37,2.0,100,CN,summer,YES,200.0
NO,25,2.0,100,CN,summer,YES,200.0
NO,41,9.0,1000,CN,summer,YES,9000.0
NO,34,3.0,100,CN,summer,YES,300.0
NO,38,9.0,20000,CN,summer,YES,180000.0
NO,27,11.0,100,CN,summer,YES,1100.0
NO,32,4.0,1000,CN,summer,NO,4000.0
NO,35,11.0,1000,US,summer,YES,11000.0
NO,127,4.0,100,CN,summer,NO,400.0
NO,26,4.9,100,CN,summer,NO,490.00000000000006
NO,55,9.0,1000,CN,summer,NO,9000.0
NO,52,12.0,100,CN,summer,YES,1200.0
NO,109,7.0,1000,CN,summer,YES,7000.0
NO,38,7.0,1000,CN,summer,YES,7000.0
NO,40,1.85,100,Not specified,summer,NO,185.0
NO,25,12.0,100,CN,summer,YES,1200.0
NO,41,12.0,20000,CN,summer,YES,240000.0
NO,55,5.88,20000,CN,summer,NO,117600.0
NO,40,15.0,1000,CN,summer,NO,15000.0
NO,36,8.0,20000,CN,summer,NO,160000.0
NO,43,9.0,10000,CN,summer,NO,90000.0
NO,38,9.0,50,CN,summer,NO,450.0
NO,41,8.0,100,CN,summer,NO,800.0
NO,22,7.0,10,CN,summer,YES,70.0
NO,31,6.0,100,CN,summer,NO,600.0
NO,41,4.7,100,CN,summer,NO,470.0
NO,40,6.0,1000,CN,summer,NO,6000.0
NO,41,4.93,100,CN,summer,NO,493.0
NO,32,3.0,1000,CN,summer,NO,3000.0
NO,43,8.0,5000,CN,summer,YES,40000.0
NO,20,2.0,5000,CN,summer,YES,10000.0
NO,45,8.0,10000,CN,summer,NO,80000.0
NO,32,14.0,10000,CN,summer,YES,140000.0
NO,40,15.0,1000,CN,summer,YES,15000.0
NO,21,8.0,5000,CN,summer,NO,40000.0
NO,37,5.67,100000,CN,summer,NO,567000.0
NO,40,14.0,5000,CN,summer,NO,70000.0
NO,42,7.0,1000,CN,summer,YES,7000.0
NO,41,9.0,20000,CN,summer,YES,180000.0
NO,80,11.0,100,CN,summer,YES,1100.0
NO,34,16.0,10,CN,summer,NO,160.0
NO,40,6.0,100,CN,summer,NO,600.0
NO,34,12.0,1000,CN,summer,NO,12000.0
NO,81,16.0,100,CN,summer,YES,1600.0
